transaction_id,date,time,hour,day_of_week,month,month_num,amount,category,merchant,sender_upi,receiver_upi,status,is_anomaly,payment_mode
GP0002238,2024-12-06,06:16:10,6,Friday,December,12,3650.5,Utilities,Electricity Board,user5047@okicici,electricity.board@okaxis,Success,False,GPay UPI
GP0002239,2024-11-10,09:48:32,9,Sunday,November,11,2673.09,Groceries,Blinkit,user5024@okicici,blinkit@okaxis,Success,False,GPay UPI
GP0002240,2024-05-12,14:04:24,14,Sunday,May,5,512.17,Entertainment,Zee5,user2180@okicici,zee5@okaxis,Success,False,GPay UPI
GP0002241,2024-01-02,06:27:04,6,Tuesday,January,1,1968.54,Healthcare,PharmEasy,user5174@okicici,pharmeasy@okaxis,Success,False,GPay UPI
GP0002242,2024-04-17,14:40:53,14,Wednesday,April,4,5918.12,Education,Vedantu,user7889@okicici,vedantu@okaxis,Success,False,GPay UPI
GP0002243,2024-07-09,03:01:34,3,Tuesday,July,7,960.76,Food & Dining,Dominos,user8804@okicici,dominos@okaxis,Success,False,GPay UPI
GP0002244,2024-02-17,17:39:56,17,Saturday,February,2,505.21,Groceries,BigBasket,user1892@okicici,bigbasket@okaxis,Success,False,GPay UPI
GP0002245,2024-07-26,20:38:11,20,Friday,July,7,1790.43,Shopping,Myntra,user2571@okicici,myntra@okaxis,Success,False,GPay UPI
GP0002246,2024-09-13,10:24:49,10,Friday,September,9,127.88,Healthcare,Netmeds,user1161@okicici,netmeds@okaxis,Success,False,GPay UPI
GP0002247,2024-04-03,11:18:09,11,Wednesday,April,4,297.5,Recharge,Vi,user5370@okicici,vi@okaxis,Success,False,GPay UPI
GP0002248,2024-08-03,00:57:12,0,Saturday,August,8,539.94,Groceries,Blinkit,user4602@okicici,blinkit@okaxis,Success,False,GPay UPI
GP0002249,2024-01-07,18:33:28,18,Sunday,January,1,1106.34,Healthcare,Netmeds,user2493@okicici,netmeds@okaxis,Failed,False,GPay UPI
GP0002250,2024-02-18,09:00:50,9,Sunday,February,2,812.36,Recharge,Vi,user7658@okicici,vi@okaxis,Success,False,GPay UPI
GP0002251,2024-03-08,09:32:20,9,Friday,March,3,1822.3,Education,Vedantu,user5578@okicici,vedantu@okaxis,Failed,False,GPay UPI
GP0002252,2024-08-13,02:36:49,2,Tuesday,August,8,260.63,Transport,RedBus,user7335@okicici,redbus@okaxis,Success,False,GPay UPI
GP0002253,2024-06-07,15:49:06,15,Friday,June,6,680.88,Transport,Ola,user8250@okicici,ola@okaxis,Success,False,GPay UPI
GP0002254,2024-01-09,22:37:24,22,Tuesday,January,1,1513.85,Healthcare,PharmEasy,user5451@okicici,pharmeasy@okaxis,Success,False,GPay UPI
GP0002255,2024-07-22,11:25:54,11,Monday,July,7,7936.96,Education,Unacademy,user1339@okicici,unacademy@okaxis,Success,False,GPay UPI
GP0002256,2024-08-23,13:29:32,13,Friday,August,8,840.45,Recharge,BSNL,user3367@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0002257,2024-06-05,21:36:42,21,Wednesday,June,6,184.01,Recharge,BSNL,user6148@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0002258,2024-12-14,22:11:06,22,Saturday,December,12,742.44,Entertainment,Hotstar,user8695@okicici,hotstar@okaxis,Success,False,GPay UPI
GP0002259,2024-01-26,03:00:02,3,Friday,January,1,651.57,Recharge,Jio,user1358@okicici,jio@okaxis,Success,False,GPay UPI
GP0002260,2024-07-09,16:03:19,16,Tuesday,July,7,1204.82,Groceries,JioMart,user8296@okicici,jiomart@okaxis,Success,False,GPay UPI
GP0002261,2024-03-29,18:18:14,18,Friday,March,3,3972.9,Shopping,Meesho,user5257@okicici,meesho@okaxis,Success,False,GPay UPI
GP0002262,2024-09-07,11:55:08,11,Saturday,September,9,4282.87,Utilities,Gas Agency,user9698@okicici,gas.agency@okaxis,Success,False,GPay UPI
GP0002263,2024-10-22,10:20:00,10,Tuesday,October,10,578.63,Food & Dining,Dominos,user3601@okicici,dominos@okaxis,Success,False,GPay UPI
GP0002264,2024-07-22,23:43:15,23,Monday,July,7,12894.36,Bank Transfer,Personal Transfer,user8423@okicici,personal.transfer@okaxis,Failed,False,GPay UPI
GP0002265,2024-12-21,17:23:34,17,Saturday,December,12,1464.72,Utilities,DTH Recharge,user7708@okicici,dth.recharge@okaxis,Success,False,GPay UPI
GP0002266,2024-02-05,20:01:40,20,Monday,February,2,11974.87,Bank Transfer,Personal Transfer,user3882@okicici,personal.transfer@okaxis,Success,False,GPay UPI
GP0002267,2024-04-01,17:57:54,17,Monday,April,4,8969.24,Education,Unacademy,user4201@okicici,unacademy@okaxis,Success,False,GPay UPI
GP0002268,2024-04-14,11:40:22,11,Sunday,April,4,11637.98,Shopping,Amazon,user3928@okicici,amazon@okaxis,Success,False,GPay UPI
GP0002269,2024-10-07,20:47:30,20,Monday,October,10,7655.43,Education,Vedantu,user9743@okicici,vedantu@okaxis,Success,False,GPay UPI
GP0002270,2024-03-07,17:14:28,17,Thursday,March,3,273.87,Transport,Ola,user9409@okicici,ola@okaxis,Success,False,GPay UPI
GP0002271,2024-03-05,20:33:52,20,Tuesday,March,3,19993.38,Bank Transfer,Personal Transfer,user3554@okicici,personal.transfer@okaxis,Success,False,GPay UPI
GP0002272,2024-08-10,20:48:17,20,Saturday,August,8,670.74,Transport,IRCTC,user8576@okicici,irctc@okaxis,Success,False,GPay UPI
GP0002273,2024-03-03,22:45:33,22,Sunday,March,3,3595.81,Utilities,Electricity Board,user1692@okicici,electricity.board@okaxis,Success,False,GPay UPI
GP0002274,2024-06-27,22:42:46,22,Thursday,June,6,51.12,Healthcare,Netmeds,user9027@okicici,netmeds@okaxis,Success,False,GPay UPI
GP0002275,2024-06-05,20:36:23,20,Wednesday,June,6,1105.86,Healthcare,PharmEasy,user8645@okicici,pharmeasy@okaxis,Failed,False,GPay UPI
GP0002276,2024-08-12,06:25:40,6,Monday,August,8,39426.04,Bank Transfer,Friend Transfer,user7638@okicici,friend.transfer@okaxis,Success,False,GPay UPI
GP0002277,2024-11-29,04:27:27,4,Friday,November,11,8761.33,Bank Transfer,EMI Payment,user1596@okicici,emi.payment@okaxis,Success,False,GPay UPI
GP0002278,2024-02-14,20:52:31,20,Wednesday,February,2,844.11,Recharge,Vi,user7756@okicici,vi@okaxis,Success,False,GPay UPI
GP0002279,2024-07-08,05:14:03,5,Monday,July,7,120.49,Entertainment,Spotify,user1262@okicici,spotify@okaxis,Success,False,GPay UPI
GP0002280,2024-11-03,00:13:13,0,Sunday,November,11,4339.47,Utilities,DTH Recharge,user3291@okicici,dth.recharge@okaxis,Success,False,GPay UPI
GP0002281,2024-01-07,08:39:15,8,Sunday,January,1,319.04,Entertainment,BookMyShow,user8193@okicici,bookmyshow@okaxis,Failed,False,GPay UPI
GP0002282,2024-05-24,07:15:23,7,Friday,May,5,1440.14,Healthcare,Practo,user8590@okicici,practo@okaxis,Failed,False,GPay UPI
GP0002283,2024-12-14,09:00:29,9,Saturday,December,12,1424.2,Food & Dining,Swiggy,user2659@okicici,swiggy@okaxis,Success,False,GPay UPI
GP0002284,2024-05-30,02:58:15,2,Thursday,May,5,724.38,Food & Dining,McDonald's,user8100@okicici,mcdonald's@okaxis,Failed,False,GPay UPI
GP0002285,2024-08-02,05:20:50,5,Friday,August,8,837.98,Entertainment,Spotify,user8855@okicici,spotify@okaxis,Success,False,GPay UPI
GP0002286,2024-07-15,18:56:59,18,Monday,July,7,999.99,Groceries,Blinkit,user2659@okicici,blinkit@okaxis,Success,False,GPay UPI
GP0002287,2024-07-16,20:56:48,20,Tuesday,July,7,3464.4,Bank Transfer,Friend Transfer,user9537@okicici,friend.transfer@okaxis,Success,False,GPay UPI
GP0002288,2024-08-26,00:53:05,0,Monday,August,8,3472.6,Education,Unacademy,user6350@okicici,unacademy@okaxis,Success,False,GPay UPI
GP0002289,2024-02-17,21:13:07,21,Saturday,February,2,799.65,Food & Dining,Burger King,user8987@okicici,burger.king@okaxis,Failed,False,GPay UPI
GP0002290,2024-07-31,19:38:04,19,Wednesday,July,7,33482.84,Bank Transfer,Personal Transfer,user9289@okicici,personal.transfer@okaxis,Success,False,GPay UPI
GP0002291,2024-10-04,09:29:23,9,Friday,October,10,1717.75,Utilities,DTH Recharge,user5376@okicici,dth.recharge@okaxis,Success,False,GPay UPI
GP0002292,2024-04-17,02:16:04,2,Wednesday,April,4,501.16,Transport,Ola,user1686@okicici,ola@okaxis,Success,False,GPay UPI
GP0002293,2024-08-09,02:12:46,2,Friday,August,8,332.02,Food & Dining,Swiggy,user3484@okicici,swiggy@okaxis,Success,False,GPay UPI
GP0002294,2024-03-22,19:04:59,19,Friday,March,3,989.62,Recharge,Vi,user2085@okicici,vi@okaxis,Success,False,GPay UPI
GP0002295,2024-11-01,15:29:05,15,Friday,November,11,1104.5,Food & Dining,McDonald's,user8672@okicici,mcdonald's@okaxis,Success,False,GPay UPI
GP0002296,2024-09-16,23:25:11,23,Monday,September,9,659.76,Utilities,DTH Recharge,user6615@okicici,dth.recharge@okaxis,Success,False,GPay UPI
GP0002297,2024-04-10,05:30:40,5,Wednesday,April,4,2871.44,Groceries,DMart,user9977@okicici,dmart@okaxis,Success,False,GPay UPI
GP0002298,2024-07-23,13:17:06,13,Tuesday,July,7,2028.33,Groceries,Swiggy Instamart,user9520@okicici,swiggy.instamart@okaxis,Success,False,GPay UPI
GP0002299,2024-01-09,15:09:13,15,Tuesday,January,1,240.67,Recharge,Jio,user5459@okicici,jio@okaxis,Success,False,GPay UPI
GP0002300,2024-10-08,06:44:56,6,Tuesday,October,10,25194.28,Bank Transfer,Friend Transfer,user1840@okicici,friend.transfer@okaxis,Pending,False,GPay UPI
GP0002301,2024-02-27,11:11:55,11,Tuesday,February,2,194.85,Entertainment,Spotify,user4587@okicici,spotify@okaxis,Success,False,GPay UPI
GP0002302,2024-12-25,15:25:36,15,Wednesday,December,12,726.04,Transport,Metro Card,user9883@okicici,metro.card@okaxis,Success,False,GPay UPI
GP0002303,2024-05-08,15:07:48,15,Wednesday,May,5,867.62,Healthcare,Practo,user4973@okicici,practo@okaxis,Success,False,GPay UPI
GP0002304,2024-12-25,16:06:21,16,Wednesday,December,12,7793.67,Education,Udemy,user8137@okicici,udemy@okaxis,Failed,False,GPay UPI
GP0002305,2024-01-12,21:10:15,21,Friday,January,1,857.73,Healthcare,Netmeds,user7068@okicici,netmeds@okaxis,Success,False,GPay UPI
GP0002306,2024-07-10,00:28:28,0,Wednesday,July,7,705.7,Transport,Metro Card,user7493@okicici,metro.card@okaxis,Failed,False,GPay UPI
GP0002307,2024-04-21,06:04:17,6,Sunday,April,4,1706.43,Healthcare,Practo,user3701@okicici,practo@okaxis,Success,False,GPay UPI
GP0002308,2024-11-27,08:23:14,8,Wednesday,November,11,600.58,Recharge,Vi,user2345@okicici,vi@okaxis,Success,False,GPay UPI
GP0002309,2024-07-10,07:48:59,7,Wednesday,July,7,833.54,Food & Dining,Swiggy,user3488@okicici,swiggy@okaxis,Failed,False,GPay UPI
GP0002310,2024-02-21,20:09:16,20,Wednesday,February,2,307.48,Food & Dining,Dominos,user7009@okicici,dominos@okaxis,Success,False,GPay UPI
GP0002311,2024-01-16,16:50:00,16,Tuesday,January,1,1758.79,Groceries,Swiggy Instamart,user6075@okicici,swiggy.instamart@okaxis,Success,False,GPay UPI
GP0002312,2024-01-16,08:17:40,8,Tuesday,January,1,169.4,Food & Dining,Starbucks,user4149@okicici,starbucks@okaxis,Success,False,GPay UPI
GP0002313,2024-08-18,10:36:38,10,Sunday,August,8,259.7,Healthcare,Practo,user9619@okicici,practo@okaxis,Success,False,GPay UPI
GP0002314,2024-06-28,13:17:20,13,Friday,June,6,154.84,Recharge,Vi,user5259@okicici,vi@okaxis,Success,False,GPay UPI
GP0002315,2024-03-27,21:53:30,21,Wednesday,March,3,25072.57,Bank Transfer,Personal Transfer,user1524@okicici,personal.transfer@okaxis,Success,False,GPay UPI
GP0002316,2024-07-02,13:30:48,13,Tuesday,July,7,572.14,Groceries,Swiggy Instamart,user6877@okicici,swiggy.instamart@okaxis,Success,False,GPay UPI
GP0002317,2024-11-12,08:58:36,8,Tuesday,November,11,687.14,Entertainment,Spotify,user4852@okicici,spotify@okaxis,Success,False,GPay UPI
GP0002318,2024-04-03,11:18:43,11,Wednesday,April,4,392.95,Entertainment,Amazon Prime,user3543@okicici,amazon.prime@okaxis,Success,False,GPay UPI
GP0002319,2024-02-27,08:28:37,8,Tuesday,February,2,1318.96,Food & Dining,Starbucks,user8355@okicici,starbucks@okaxis,Success,False,GPay UPI
GP0002320,2024-09-24,02:04:08,2,Tuesday,September,9,11601.43,Shopping,Myntra,user4919@okicici,myntra@okaxis,Success,False,GPay UPI
GP0002321,2024-09-07,05:24:50,5,Saturday,September,9,289.11,Healthcare,Practo,user5956@okicici,practo@okaxis,Success,False,GPay UPI
GP0002322,2024-05-21,10:40:37,10,Tuesday,May,5,531.82,Transport,Metro Card,user4137@okicici,metro.card@okaxis,Success,False,GPay UPI
GP0002323,2024-11-08,02:21:00,2,Friday,November,11,1269.63,Food & Dining,Zomato,user4056@okicici,zomato@okaxis,Success,False,GPay UPI
GP0002324,2024-11-30,23:46:34,23,Saturday,November,11,7879.5,Education,Unacademy,user3177@okicici,unacademy@okaxis,Success,False,GPay UPI
GP0002325,2024-10-18,20:37:09,20,Friday,October,10,32126.71,Healthcare,1mg,user4014@okicici,1mg@okaxis,Success,True,GPay UPI
GP0002326,2024-12-06,00:26:48,0,Friday,December,12,182.89,Entertainment,BookMyShow,user3427@okicici,bookmyshow@okaxis,Pending,False,GPay UPI
GP0002327,2024-07-11,09:04:04,9,Thursday,July,7,2612.64,Utilities,Gas Agency,user4313@okicici,gas.agency@okaxis,Failed,False,GPay UPI
GP0002328,2024-09-02,06:21:37,6,Monday,September,9,1553.18,Healthcare,Apollo Pharmacy,user6619@okicici,apollo.pharmacy@okaxis,Success,False,GPay UPI
GP0002329,2024-07-06,12:00:24,12,Saturday,July,7,107.94,Groceries,JioMart,user9209@okicici,jiomart@okaxis,Success,False,GPay UPI
GP0002330,2024-11-29,03:02:02,3,Friday,November,11,3433.74,Utilities,Water Bill,user9273@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0002331,2024-08-25,20:34:34,20,Sunday,August,8,1987.58,Healthcare,PharmEasy,user4222@okicici,pharmeasy@okaxis,Failed,False,GPay UPI
GP0002332,2024-08-17,12:17:15,12,Saturday,August,8,1448.01,Food & Dining,Dominos,user9827@okicici,dominos@okaxis,Success,False,GPay UPI
GP0002333,2024-01-07,22:58:44,22,Sunday,January,1,2986.96,Education,Udemy,user2028@okicici,udemy@okaxis,Success,False,GPay UPI
GP0002334,2024-08-24,10:03:31,10,Saturday,August,8,1832.51,Healthcare,Practo,user6163@okicici,practo@okaxis,Success,False,GPay UPI
GP0002335,2024-12-12,05:30:18,5,Thursday,December,12,226.47,Transport,Metro Card,user1634@okicici,metro.card@okaxis,Success,False,GPay UPI
GP0002336,2024-01-02,15:56:21,15,Tuesday,January,1,405.92,Recharge,Vi,user1664@okicici,vi@okaxis,Success,False,GPay UPI
GP0002337,2024-06-15,23:59:26,23,Saturday,June,6,4089.41,Education,Coursera,user2246@okicici,coursera@okaxis,Success,False,GPay UPI
GP0002338,2024-07-31,06:10:38,6,Wednesday,July,7,831.98,Entertainment,Zee5,user1267@okicici,zee5@okaxis,Failed,False,GPay UPI
GP0002339,2024-07-11,20:58:45,20,Thursday,July,7,695.98,Entertainment,Zee5,user4496@okicici,zee5@okaxis,Pending,False,GPay UPI
GP0002340,2024-11-28,03:21:27,3,Thursday,November,11,39093.9,Bank Transfer,Friend Transfer,user7373@okicici,friend.transfer@okaxis,Success,False,GPay UPI
GP0002341,2024-03-18,18:31:52,18,Monday,March,3,1680.68,Groceries,Blinkit,user8036@okicici,blinkit@okaxis,Success,False,GPay UPI
GP0002342,2024-02-20,10:32:44,10,Tuesday,February,2,36.14,Transport,Metro Card,user5230@okicici,metro.card@okaxis,Failed,False,GPay UPI
GP0002343,2024-03-03,20:39:29,20,Sunday,March,3,330.38,Entertainment,Amazon Prime,user4343@okicici,amazon.prime@okaxis,Failed,False,GPay UPI
GP0002344,2024-04-22,03:36:38,3,Monday,April,4,2318.77,Groceries,BigBasket,user9885@okicici,bigbasket@okaxis,Success,False,GPay UPI
GP0002345,2024-12-05,03:00:40,3,Thursday,December,12,14745.64,Shopping,Amazon,user1054@okicici,amazon@okaxis,Success,False,GPay UPI
GP0002346,2024-02-14,00:41:31,0,Wednesday,February,2,14484.13,Shopping,Myntra,user6530@okicici,myntra@okaxis,Success,False,GPay UPI
GP0002347,2024-07-05,21:29:57,21,Friday,July,7,25783.59,Bank Transfer,EMI Payment,user5559@okicici,emi.payment@okaxis,Success,False,GPay UPI
GP0002348,2024-05-30,15:18:35,15,Thursday,May,5,1124.4,Groceries,BigBasket,user9934@okicici,bigbasket@okaxis,Success,False,GPay UPI
GP0002349,2024-11-04,02:11:00,2,Monday,November,11,1216.34,Food & Dining,Starbucks,user2039@okicici,starbucks@okaxis,Success,False,GPay UPI
GP0002350,2024-09-24,18:53:00,18,Tuesday,September,9,1614.05,Groceries,Blinkit,user8842@okicici,blinkit@okaxis,Success,False,GPay UPI
GP0002351,2024-05-31,04:20:09,4,Friday,May,5,1086.52,Groceries,BigBasket,user8084@okicici,bigbasket@okaxis,Success,False,GPay UPI
GP0002352,2024-03-14,20:16:03,20,Thursday,March,3,11011.82,Bank Transfer,EMI Payment,user8920@okicici,emi.payment@okaxis,Success,False,GPay UPI
GP0002353,2024-09-12,03:55:24,3,Thursday,September,9,3555.92,Shopping,Nykaa,user9099@okicici,nykaa@okaxis,Failed,False,GPay UPI
GP0002354,2024-05-23,06:07:30,6,Thursday,May,5,3356.7,Education,Unacademy,user1687@okicici,unacademy@okaxis,Success,False,GPay UPI
GP0002355,2024-01-07,15:34:56,15,Sunday,January,1,465.33,Transport,Ola,user7103@okicici,ola@okaxis,Pending,False,GPay UPI
GP0002356,2024-11-30,18:29:10,18,Saturday,November,11,1940.69,Healthcare,Apollo Pharmacy,user3196@okicici,apollo.pharmacy@okaxis,Success,False,GPay UPI
GP0002357,2024-07-02,20:41:08,20,Tuesday,July,7,600.03,Recharge,Airtel,user6582@okicici,airtel@okaxis,Success,False,GPay UPI
GP0002358,2024-05-03,03:16:40,3,Friday,May,5,1261.08,Food & Dining,Burger King,user9799@okicici,burger.king@okaxis,Success,False,GPay UPI
GP0002359,2024-01-22,07:49:34,7,Monday,January,1,871.79,Entertainment,Netflix,user3243@okicici,netflix@okaxis,Failed,False,GPay UPI
GP0002360,2024-11-26,00:07:22,0,Tuesday,November,11,597.3,Healthcare,Netmeds,user2218@okicici,netmeds@okaxis,Success,False,GPay UPI
GP0002361,2024-10-13,20:30:56,20,Sunday,October,10,14333.75,Groceries,BigBasket,user1372@okicici,bigbasket@okaxis,Success,True,GPay UPI
GP0002362,2024-12-27,17:22:24,17,Friday,December,12,4360.57,Utilities,Electricity Board,user2640@okicici,electricity.board@okaxis,Success,False,GPay UPI
GP0002363,2024-05-03,14:52:49,14,Friday,May,5,11566.38,Shopping,Myntra,user3992@okicici,myntra@okaxis,Failed,False,GPay UPI
GP0002364,2024-04-17,09:18:20,9,Wednesday,April,4,245.89,Recharge,Airtel,user9868@okicici,airtel@okaxis,Success,False,GPay UPI
GP0002365,2024-08-12,05:24:09,5,Monday,August,8,8324.26,Shopping,Nykaa,user9946@okicici,nykaa@okaxis,Failed,False,GPay UPI
GP0002366,2024-06-05,18:17:19,18,Wednesday,June,6,5471.57,Bank Transfer,Friend Transfer,user1667@okicici,friend.transfer@okaxis,Success,False,GPay UPI
GP0002367,2024-04-14,11:42:39,11,Sunday,April,4,1332.9,Healthcare,Apollo Pharmacy,user3242@okicici,apollo.pharmacy@okaxis,Success,False,GPay UPI
GP0002368,2024-07-04,05:44:55,5,Thursday,July,7,123.69,Recharge,Airtel,user6916@okicici,airtel@okaxis,Success,False,GPay UPI
GP0002369,2024-12-30,22:14:22,22,Monday,December,12,2550.34,Shopping,Myntra,user5056@okicici,myntra@okaxis,Success,False,GPay UPI
GP0002370,2024-08-08,23:36:22,23,Thursday,August,8,3277.58,Utilities,Gas Agency,user2701@okicici,gas.agency@okaxis,Success,False,GPay UPI
GP0002371,2024-10-02,00:32:36,0,Wednesday,October,10,366.71,Food & Dining,Dominos,user9350@okicici,dominos@okaxis,Success,False,GPay UPI
GP0002372,2024-12-05,20:16:08,20,Thursday,December,12,1378.75,Healthcare,Apollo Pharmacy,user4072@okicici,apollo.pharmacy@okaxis,Success,False,GPay UPI
GP0002373,2024-08-26,03:58:42,3,Monday,August,8,355.18,Transport,Ola,user4153@okicici,ola@okaxis,Success,False,GPay UPI
GP0002374,2024-08-17,10:22:36,10,Saturday,August,8,221.59,Entertainment,Spotify,user5713@okicici,spotify@okaxis,Success,False,GPay UPI
GP0002375,2024-04-09,00:45:56,0,Tuesday,April,4,4782.5,Recharge,Airtel,user9153@okicici,airtel@okaxis,Success,True,GPay UPI
GP0002376,2024-09-25,11:22:57,11,Wednesday,September,9,750.85,Recharge,Jio,user4020@okicici,jio@okaxis,Success,False,GPay UPI
GP0002377,2024-04-06,14:47:56,14,Saturday,April,4,966.83,Recharge,Airtel,user1658@okicici,airtel@okaxis,Success,False,GPay UPI
GP0002378,2024-01-29,00:56:44,0,Monday,January,1,56.32,Transport,RedBus,user3178@okicici,redbus@okaxis,Success,False,GPay UPI
GP0002379,2024-09-10,03:42:37,3,Tuesday,September,9,616.12,Entertainment,Netflix,user2814@okicici,netflix@okaxis,Success,False,GPay UPI
GP0002380,2024-03-21,03:10:01,3,Thursday,March,3,205.08,Food & Dining,Dominos,user3408@okicici,dominos@okaxis,Success,False,GPay UPI
GP0002381,2024-06-08,15:58:47,15,Saturday,June,6,5011.65,Shopping,Myntra,user9501@okicici,myntra@okaxis,Success,False,GPay UPI
GP0002382,2024-02-26,16:01:51,16,Monday,February,2,8605.01,Education,Coursera,user6786@okicici,coursera@okaxis,Success,False,GPay UPI
GP0002383,2024-04-16,08:54:33,8,Tuesday,April,4,4797.63,Transport,Metro Card,user5130@okicici,metro.card@okaxis,Success,True,GPay UPI
GP0002384,2024-01-24,03:26:26,3,Wednesday,January,1,1338.96,Food & Dining,Burger King,user9589@okicici,burger.king@okaxis,Success,False,GPay UPI
GP0002385,2024-02-24,15:23:56,15,Saturday,February,2,1768.55,Healthcare,Apollo Pharmacy,user3900@okicici,apollo.pharmacy@okaxis,Success,False,GPay UPI
GP0002386,2024-07-24,16:09:30,16,Wednesday,July,7,1189.26,Food & Dining,Dominos,user8445@okicici,dominos@okaxis,Success,False,GPay UPI
GP0002387,2024-12-01,11:38:42,11,Sunday,December,12,176.72,Transport,Metro Card,user8812@okicici,metro.card@okaxis,Success,False,GPay UPI
GP0002388,2024-06-19,03:39:39,3,Wednesday,June,6,531.32,Entertainment,Hotstar,user1280@okicici,hotstar@okaxis,Failed,False,GPay UPI
GP0002389,2024-08-02,06:39:02,6,Friday,August,8,2343.95,Education,Unacademy,user3370@okicici,unacademy@okaxis,Success,False,GPay UPI
GP0002390,2024-02-08,09:12:18,9,Thursday,February,2,838.95,Groceries,Zepto,user9462@okicici,zepto@okaxis,Success,False,GPay UPI
GP0002391,2024-12-09,15:00:50,15,Monday,December,12,172.79,Healthcare,Apollo Pharmacy,user5633@okicici,apollo.pharmacy@okaxis,Success,False,GPay UPI
GP0002392,2024-11-28,09:06:05,9,Thursday,November,11,746.47,Transport,RedBus,user9682@okicici,redbus@okaxis,Success,False,GPay UPI
GP0002393,2024-01-08,14:24:21,14,Monday,January,1,232.03,Education,Vedantu,user7876@okicici,vedantu@okaxis,Success,False,GPay UPI
GP0002394,2024-02-12,02:58:42,2,Monday,February,2,330.46,Food & Dining,Dominos,user7960@okicici,dominos@okaxis,Success,False,GPay UPI
GP0002395,2024-06-05,02:28:47,2,Wednesday,June,6,278.52,Entertainment,Zee5,user6847@okicici,zee5@okaxis,Success,False,GPay UPI
GP0002396,2024-04-05,02:29:05,2,Friday,April,4,2122.43,Education,Vedantu,user6507@okicici,vedantu@okaxis,Success,False,GPay UPI
GP0002397,2024-03-29,09:10:39,9,Friday,March,3,280.07,Transport,IRCTC,user1269@okicici,irctc@okaxis,Success,False,GPay UPI
GP0002398,2024-03-30,19:54:48,19,Saturday,March,3,13459.69,Shopping,Ajio,user1718@okicici,ajio@okaxis,Success,False,GPay UPI
GP0002399,2024-01-29,04:43:04,4,Monday,January,1,1992.11,Healthcare,PharmEasy,user9987@okicici,pharmeasy@okaxis,Success,False,GPay UPI
GP0002400,2024-03-25,20:17:32,20,Monday,March,3,3716.32,Utilities,Gas Agency,user1599@okicici,gas.agency@okaxis,Success,False,GPay UPI
GP0002401,2024-04-18,21:37:08,21,Thursday,April,4,136.87,Recharge,BSNL,user8370@okicici,bsnl@okaxis,Success,False,GPay UPI
GP0002402,2024-08-25,14:08:50,14,Sunday,August,8,13868.79,Shopping,Myntra,user5101@okicici,myntra@okaxis,Success,False,GPay UPI
GP0002403,2024-09-24,13:54:52,13,Tuesday,September,9,2686.44,Bank Transfer,Family Transfer,user3736@okicici,family.transfer@okaxis,Success,False,GPay UPI
GP0002404,2024-03-25,00:36:28,0,Monday,March,3,759.85,Food & Dining,Burger King,user6418@okicici,burger.king@okaxis,Success,False,GPay UPI
GP0002405,2024-04-17,20:04:17,20,Wednesday,April,4,46278.15,Bank Transfer,Family Transfer,user6717@okicici,family.transfer@okaxis,Success,False,GPay UPI
GP0002406,2024-01-11,10:43:13,10,Thursday,January,1,7019.2,Education,Vedantu,user1349@okicici,vedantu@okaxis,Success,False,GPay UPI
GP0002407,2024-03-31,23:05:04,23,Sunday,March,3,661.4,Transport,Uber,user3939@okicici,uber@okaxis,Success,False,GPay UPI
GP0002408,2024-06-27,23:28:51,23,Thursday,June,6,123.45,Transport,Uber,user8364@okicici,uber@okaxis,Success,False,GPay UPI
GP0002409,2024-12-20,06:42:16,6,Friday,December,12,677.59,Utilities,Electricity Board,user7007@okicici,electricity.board@okaxis,Success,False,GPay UPI
GP0002410,2024-09-24,03:51:08,3,Tuesday,September,9,487.64,Entertainment,Amazon Prime,user3606@okicici,amazon.prime@okaxis,Success,False,GPay UPI
GP0002411,2024-07-26,00:11:47,0,Friday,July,7,593.08,Food & Dining,Swiggy,user7887@okicici,swiggy@okaxis,Success,False,GPay UPI
GP0002412,2024-06-10,04:34:22,4,Monday,June,6,458.74,Utilities,Gas Agency,user4756@okicici,gas.agency@okaxis,Success,False,GPay UPI
GP0002413,2024-10-04,04:22:26,4,Friday,October,10,3597.12,Utilities,Water Bill,user9697@okicici,water.bill@okaxis,Success,False,GPay UPI
GP0002414,2024-03-02,03:02:52,3,Saturday,March,3,887.66,Recharge,Vi,user9730@okicici,vi@okaxis,Success,False,GPay UPI
GP0002415,2024-08-25,06:27:18,6,Sunday,August,8,351.41,Transport,Metro Card,user8292@okicici,metro.card@okaxis,Success,False,GPay UPI
GP0002416,2024-10-11,19:55:03,19,Friday,October,10,291.73,Entertainment,Zee5,user1328@okicici,zee5@okaxis,Success,False,GPay UPI
GP0002417,2024-06-29,12:53:14,12,Saturday,June,6,794.3,Entertainment,BookMyShow,user2889@okicici,bookmyshow@okaxis,Failed,False,GPay UPI
GP0002418,2024-09-28,22:59:07,22,Saturday,September,9,1225.72,Utilities,Electricity Board,user2854@okicici,electricity.board@okaxis,Success,False,GPay UPI
GP0002419,2024-11-13,04:14:10,4,Wednesday,November,11,1439.28,Healthcare,PharmEasy,user9486@okicici,pharmeasy@okaxis,Success,False,GPay UPI
GP0002420,2024-01-20,17:06:01,17,Saturday,January,1,207.58,Transport,Uber,user9907@okicici,uber@okaxis,Success,False,GPay UPI
